//Input. Needs to be first e.g [I] replaced by click or tap,
Click,Clique
TowerPropMonkeyVillagePrideFlagShortName,Drapeau des fiertés de village
TowerPropMonkeyVillagePrideFlagDescription,Célébrez la diversité et le choix avec ce drapeau des fiertés encore plus génial pour vos villages de singes. S'affiche pour toutes les améliorations.
CoopEmoteTextNeedMoreName,Émoticône de texte Il m'en faut plus !
CoopEmoteTextNeedMoreShortName,Il m'en faut plus !
CoopEmoteTextNeedMoreDescription,"Lorsqu'il vous faut plus d'argent, de Bloons, de défenses ou juste de nourriture, cette émoticône convient en toute occasion."
CoopEmoteTextNeedMoreWord,Il m'en faut plus !
CoopEmoteAnimationRainbowName,Animation arc-en-ciel
CoopEmoteAnimationRainbowShortName,Arc-en-ciel
CoopEmoteAnimationRainbowDescription,"Tout le monde en chœur ! Quelque paaaart, au-delà de l'arc-en-ciel..."
GameUIProfileAvatar61Name,Avatar de singe à fléchettes
GameUIProfileAvatar61ShortName,Avatar de singe à fléchettes
GameUIProfileAvatar61Description,Louée soit la puissante fléchette ! Éclateuse de Bloons !
GameUIProfileAvatar62Name,Avatar de Geraldo
GameUIProfileAvatar62ShortName,Avatar de Geraldo
GameUIProfileAvatar62Description,"Bonjour l'ami(e), un lapin blanc soyeux vous intéresserait-il ? Il ne ferait de mal à personne, n'est-ce pas ?"
GameUIProfileBanner15Name,Bannière Style BTD d'origine
GameUIProfileBanner15ShortName,Bannière Style BTD d'origine
GameUIProfileBanner15Description,Bannière gagnante par LordTeddington
GameUIProfileBanner16Name,Bannière Esprit de la forêt
GameUIProfileBanner16ShortName,Bannière Esprit de la forêt
GameUIProfileBanner16Description,Bannière gagnante par tricky999tricky
GameUIMusicTrackMusicTribesJaloonMixName,Juke-box : Tribus et tribulations - Remix Jaloon
GameUIMusicTrackMusicTribesJaloonMixShortName,Tribus - Jaloon
GameUIMusicTrackMusicTribesJaloonMixDescription,Rendez-vous sur la piste de danse avec ce remix bien rythmé du morceau Tribus et tribulations tant apprécié
Quarry,Carrière
VoidoraAdoraSkinName,Apparence Néandora
VoidoraAdoraSkinDescription,"Du néant, je suis arrivée"
VoidoraAdoraSkinNameFull,Néandora
InappropriateTeamName,Merci de choisir un nom d'équipe plus approprié
TeamNameNotUnique,Ce nom a déjà été pris ! Veuillez en choisir un autre ou essayez d'y ajouter des chiffres
TeamNameTooShort,Les noms d'équipes doivent faire entre {0} et {1} caractères
SentryParagonChild,Parangon sentinelle modifié
LoginwithEpic,Se connecter avec Epic
EnterLinkingCode,Saisir un code de liaison pour se connecter :
Connect,Se connecter
PrivacyPolicy,Politique de confidentialité
TermsOfService,Conditions de service
ConfirmAgeInfo,"Pour continuer, veuillez confirmer votre âge actuel. Vous devez vous connecter pour accéder à des fonctionnalités en ligne supplémentaires et aux données de sauvegarde."
AgeQuestion,Avez-vous {0} ans ou plus ?
AgeYes,"Oui, j'ai {0} ans ou plus."
AgeNo,"Non, j'ai moins de {0} ans."
PersonalAccountInfo,"Vous pouvez créer un Compte personnel sans utiliser de renseignements personnels pouvant vous identifier.
En sélectionnant « J'accepte », vous indiquez que votre parent ou tuteur légal a examiné la Politique de confidentialité et les Conditions de service de Ninja Kiwi avec vous, et qu'il ou elle accepte la Politique de confidentialité et les Conditions de service, ainsi que le fait que nous conservions votre progression dans le jeu et vos données de compte ne contenant pas de renseignements personnels dans notre service, qui inclut l'utilisation de serveurs situés aux États-Unis."
AgreeCreateAccount,"J'accepte, créer un compte."
NormalAccountInfo,"En continuant, vous acceptez la Politique de confidentialité et les Conditions de service, ainsi que le fait que nous conservions votre progression dans le jeu et vos données de compte dans notre service, qui inclut l'utilisation de serveurs situés aux Ét"
LoggedInAs,Connecté(e) en tant que :
EpicAccountId,Identifiant de compte Epic :
NeedHelp,Besoin d'aide ?
ContactSupport,Contacter l'assistance
DeleteAccountText,Supprimer votre compte vous fera perdre l'accès à toute la progression et les données sur le cloud.
EnterUserId,Saisir l'identifiant d'utilisateur ici
GetAllButton,Tout obtenir
GetAllConfirmation,Veuillez confirmer que vous souhaitez dépenser votre monnaie de singe pour obtenir tous les héros et apparences disponibles !
DeleteAccount,Supprimer le compte
CtLeaderboardTitle,Classements Territoires contestés
LocalTeams,Équipes locales
LocalPlayers,Joueurs locaux
GlobalTeams,Équipes mondiales
GlobalPlayers,Joueurs mondiaux
CreateTeamPanelTitle,Créer une équipe
CreateTeamTitle,Créer une équipe
CreateTeamNameDescription,Nom d'équipe :
CreateTeamNameInputField,Saisir le nom d'équipe...
CreateTeamCostDescription,Dépenser {0} pour créer une équipe
CreateTeamFailed,Échec de création d'équipe
EditTeamPanelTitle,Modifier l'équipe
EditTeamTitle,Modifier votre équipe
EditTeamNameDescription,Modifier nom d'équipe :
TeamEmblemTitle,Emblème
TeamBannerTitle,Bannière
TeamEmblemsTitle,Emblèmes
TeamBannersTitle,Bannières
TeamGeneralTitle,Général
TeamSettingPublicTitle,Public
TeamSettingPrivateTitle,Privé
TeamSettingClosedTitle,Par invitation uniquement
TeamJoin,Rejoindre
TeamApply,Postuler
RecentWin,Victoire récente :
TileHeldBy,Case détenue par :
Score,Score
ScoreDegradesIn,Score se dégrade dans :
NeutralOwnerIn,Détenteur neutre dans :
Tile,Case : {0}
RelicTile,Case relique
BannerTile,Case bannière
BonusCTPoints,Points TC bonus !
DailyRelics,Pouvoir quotidien et Reliques d'événement
HeldRelics,Reliques capturées
Tickets,Tickets :
PurchaseTickets,Acheter un ticket
MoreTicketsIn,Plus de tickets dans :
CTTitleName,Territoire contesté
CTTeamStore,Boutique d'équipe
CTMyTeam,Mon équipe
CTTeamTrophies,Trophées d'équipe
CTTickets,Tickets
CTTeamTickets,Tickets d'équipe
CTNextTicketsIn,Prochains tickets dans :
CTTileSearch,Recherche de case
CTOwner,Détenteur :
CTScore,Score :
CTNeutralIn,Neutre dans :
CTPosition,Classement :
CTUncaptured,Non capturé(e)
CTCheckpoint,Point de contrôle atteint !
CTNewScore,Nouveau score !
CTBestScore,Meilleur score
TimeAttack,Contre la montre
ERR_NOT_LOGGED_IN,Non connecté(e)
ERR_ALREADY_PENDING,Demande déjà en cours
ERR_FEATURE_UNAVAILABLE,"Fonctionnalité non disponible, veuillez réessayer plus tard"
ERR_REQUEST_PARAMETER_MISSING,Paramètre manquant
ERR_GUILD_FULL,L'équipe est au complet
ERR_GUILD_NAME_EXISTS,Le nom d'équipe existe déjà
ERR_GUILD_DOES_NOT_EXIST,L'équipe n'existe pas
ERR_GUILD_CANNOT_DISBAND,L'équipe ne peut pas être dissoute
ERR_GUILD_PERMISSION_DENIED,Permission refusée
ERR_GUILD_CANNOT_UPDATE_OWNER_DENIED,"Impossible de mettre à jour le propriétaire de l'équipe, permission refusée"
ERR_GUILD_CANNOT_UPDATE_OWNER_NONE,Impossible de mettre à jour le propriétaire de l'équipe
ERR_TIMEOUT,"Délai de demande expiré, veuillez réessayer"
CreateNewTeamText,Créer une nouvelle équipe ?
ParagonLimitReached,Limite de parangons atteinte
TeamMsgNewMayor,{0} est le/la nouveau(-elle) maire !
TeamMsgPlayerJoined,{0} a rejoint l'équipe
TeamMsgPlayerLeft,{0} a quitté l'équipe
TeamMsgPlayerKicked,{0} a été expulsé(e) de l'équipe par {1}.
TeamMsgPlayerDemoted,{0} a été rétrogradé(e) par {1}.
TeamMsgRegularTileCaptured,{0} a capturé une case ordinaire. Beau boulot !
TeamMsgBannerTileCaptured,{0} a capturé une case bannière. Super boulot !
TeamMsgRelicTileCaptured,{0} a capturé une case relique et ajouté {1} à la liste des reliques d'équipe. Génial !
TeamMsgRegularTileCapturedOtherGuild,{0} a capturé une case ordinaire de {1}. Beau boulot !
TeamMsgBannerTileCapturedOtherGuild,{0} a capturé une case bannière de {1}. Super boulot !
TeamMsgRelicTileCapturedOtherGuild,{0} a capturé une case relique de {2} et ajouté {1} à la liste des reliques d'équipe. Génial !
TeamMsgRelicTileLost,Case relique perdue ! {0} n'est plus disponible.
TeamMsgPlayerPromoted,{0} a été promu(e) maire-adjoint(e) par {1}
TeamMsgTeamCreated,L'équipe {0} a été créée par {1}
TeamMsgNewFocusMarker,Nouvelle Balise de focalisation placée par {0}
TeamMsgFlairUnlocked,{0} a été entièrement financé(e) ! Superbe performance !
TileCaptured,Case capturée
TileNotCaptured,Case non capturée
TicketUsed,Ticket utilisé
NoTicketUsed,Aucun ticket utilisé
ScoreToBeat,Score à battre :
YourScore,Votre score :
PublicWithBrackets,(Public)
PrivateWithBrackets,(Privé)
CTRelicWon,Relique gagnée !
CTBonusPoints,Points bonus !
Teams,Équipes
CaptureScoreMissed,Score de capture raté !
CaptureScoreNear,Attention ! Score de capture bientôt atteint
CtInternalError,"Une erreur interne s'est produite, veuillez réessayer plus tard"
CtServerError,Le serveur de Territoires Contestés ne peut pas traiter votre requête à cet instant. Veuillez réessayer plus tard
Achievement 143 Name,Territoire conquis
Achievement 143 Description,Capturez 5 cases d'autres joueurs
Achievement 144 Name,Scène d'empires
Achievement 144 Description,Capturez 50 cases
Achievement 145 Name,Échantillon de territoires
Achievement 145 Description,"Capturez 1 de chaque type : cases boss, contre la montre, le moins de niveaux et le moins d'argent"
CTLeastCashDescription,"Utilisez le moins d'argent possible pour capturer la case. L'argent dépensé inclut le placement et les améliorations de tours de singe, ainsi que les améliorations de héros payées. Vendre un singe ne réduit pas la quantité d'argent dépensée."
CTLeastTiersDescription,Utilisez le moins de tours de singe et d'améliorations possible pour capturer la case. Chaque singe et héros placés et chaque amélioration comptent pour une valeur d'un niveau. Les améliorations de héros payées comptent aussi pour une valeur d'un niveau. 
CTTimeAttackDescription,"Réalisez le temps le plus rapide possible pour capturer la case. Basé sur l'événement Course, le chronomètre est lancé lorsque vous appuyez sur jouer. Lancez les manches suivantes plus tôt pour améliorer votre temps mais soyez prudents ! Les parties de co"
CTBossDescription,"Détruisez le boss aussi rapidement que possible pour capturer la case. Basé sur l'événement de Boss, le chronomètre est lancé lorsque le boss apparaît à l'écran. Les boss de Territoires contestés seront soit uniquement de niveau 1, soit de niveau 1 et 2, "
CtEventEnded,"Malheureusement, l'événement est terminé"
RelicStartingStash,Réserve de départ
RelicExtraEmpowered,Renforcé à bloc
RelicBoxOfChocolates,Boîte de chocolats
RelicBoxOfMonkey,Boîte de singe
RelicMarchingBoots,Bottes de marche
RelicHeroBoost,Boost de héros
RelicBiggerBloonSabotage,Sabotage de plus gros Bloons
RelicRoundingUp,Arrondissement vers le haut
RelicManaBulwark,Rempart de mana
RelicRegeneration,Régénération
RelicRestoration,Restauration
RelicDurableShots,Tirs durables
RelicAlchemistTouch,Toucher d'alchimiste
RelicDeepHeat,Chaleur intense
RelicSharpsplosion,Explosion acérée
RelicRoyalTreatment,Traitement royal
RelicHardBaked,Dur à cuire
RelicFortifried,Fortifrits
RelicMoabClash,Clash des MOAB
RelicCamoFlogged,Camoflagellation
RelicBrokenHeart,Cœur brisé
RelicGoingTheDistance,Tenir la distance
RelicHeartless,Sans cœur
RelicFlintTips,Pointes en silex
RelicAbilitized,Aptitudisé
RelicAirAndSea,Air et mer
RelicElDorado,El Dorado
RelicMonkeyShield,Bouclier de singe
RelicMonkeyShieldMark2,Bouclier de singe v2
RelicMonkeyShieldMark3,Bouclier de singe v3
RelicPsiVision,Vision psi
RelicOpenSeason,Ouverture de la chasse
RelicCamoTrap,Piège anticamouflage
RelicThrive,Expansion
RelicSuperMonkeyStorm,Tempête de super singes
RelicMonkeyBoost,Boost de singe
RelicRoadSpikes,Herses
RelicMoabMine,Mine anti-MOAB
RelicGlueTrap,Piège collant
RelicTechbot,Robot techno
RelicPrimaryPrimates,Primates primaires
RelicMilitaryMonkeys,Singes militaires
RelicMagicMonkeys,Singes magiques
RelicSupportSimians,Soutien simiesque
RelicMonkeyTycoon,Singe Tycoon
RelicStartingStashDescription,Débutez chaque partie avec 250 en argent de plus (se cumule avec Plus d'argent sur les cases ordinaires)
RelicExtraEmpoweredDescription,Votre héros débute une partie avec 3 niveaux de plus (se cumule avec Héros renforcés sur les cases ordinaires)
RelicBoxOfChocolatesDescription,Débutez chaque partie avec 100 vies supplémentaires
RelicBoxOfMonkeyDescription,Débutez chaque partie avec un singe gratuit coûtant 400 $ ou moins pour un placement initial non modifié
RelicMarchingBootsDescription,"Dans les parties à quantité restreinte, donne aux joueurs +1 en quantité max. de chaque tour de leur configuration ou +4 en quantité totale max. par partie"
RelicHeroBoostDescription,Les héros gagnent des XP 15 % plus vite dans chaque partie
RelicBiggerBloonSabotageDescription,Tous les Bloons de classe MOAB apparaissent avec 15 % de santé en moins et se déplacent à 95 % de la vitesse
RelicRoundingUpDescription,Gagnez +20 $ à la fin de chaque manche
RelicManaBulwarkDescription,Crée un bouclier qui absorbe jusqu'à 50 vies (se cumule avec Bouclier de mana sur les cases ordinaires)
RelicRegenerationDescription,"Restaure 20 vies par manche, jusqu'à la valeur de départ en vies de chaque partie, si aucune vie n'a été perdue lors de cette manche"
RelicRestorationDescription,"Restaure 10 vies par manche, jusqu'à une valeur de départ en vies augmentée de +200, si aucune vie n'a été perdue lors de cette manche"
RelicDurableShotsDescription,Tous les projectiles ont une durée de vie de +25 %
RelicAlchemistTouchDescription,Toutes les attaques peuvent faire éclater les Bloons en plomb
RelicDeepHeatDescription,Toutes les attaques peuvent faire éclater les Bloons blancs
RelicSharpsplosionDescription,Toutes les attaques peuvent faire éclater les Bloons noirs
RelicRoyalTreatmentDescription,Toutes les attaques peuvent faire éclater les Bloons violets.
RelicHardBakedDescription,Toutes les attaques infligent + 1 de dégâts aux Bloons en céramique
RelicFortifriedDescription,Toutes les attaques infligent + 1 de dégâts aux Bloons fortifiés.
RelicMoabClashDescription,Toutes les attaques infligent +2 de dégâts aux Bloons de classe MOAB
RelicCamoFloggedDescription,Toutes les attaques infligent + 3 de dégâts aux Bloons camouflés
RelicBrokenHeartDescription,Toutes les attaques infligent + 1 de dégâts aux Bloons regonflés
RelicGoingTheDistanceDescription,Confère +20 % de portée à tous les singes
RelicHeartlessDescription,Le taux de régénération des Bloons regonflés est réduit de 50 %
RelicFlintTipsDescription,"Les projectiles acérés ajoutent des dégâts de feu au fil du temps à tous les Bloons auxquels ils infligent des dégâts (1 en dégâts toutes les 2,5 s pendant 5 s au total)"
RelicAbilitizedDescription,Tous les temps de recharge des aptitudes activées pour tous les singes sont réduits de 10%.
RelicAirAndSeaDescription,"Les coûts de placement et d'amélioration du pilote d'élite, du pilote d'hélicoptère, du boucanier et du sous-marin sont réduits de 5 % et le rechargement est amélioré de 5 %."
RelicElDoradoDescription,Toutes les récompenses en monnaie de singe et en trophées d'équipe découlant de victoires de parties sont augmentées de 25 % (+1 au minimum)
RelicMonkeyShieldDescription,"Pendant 1 heure après sa capture, une case ne peut être attaquée par les autres équipes. Un score amélioré réinitialisera l'effet."
RelicMonkeyShieldMark2Description,"Pendant 2 heures après sa capture, une case ne peut être attaquée par les autres équipes. Un score amélioré réinitialisera l'effet."
RelicMonkeyShieldMark3Description,"Pendant 3 heures après sa capture, une case ne peut être attaquée par les autres équipes. Un score amélioré réinitialisera l'effet."
RelicPsiVisionDescription,Vous voyez les détails complets pour toutes les cases sur la carte
RelicOpenSeasonDescription,Attaquez n'importe quelle case sur la carte
RelicCamoTrapDescription,Permet l'utilisation de 1 bonus Piège anticamouflage par partie
RelicThriveDescription,Permet l'utilisation de 2 bonus Expansion par partie
RelicSuperMonkeyStormDescription,Permet l'utilisation de 2 bonus Tempête de super singes par partie
RelicMonkeyBoostDescription,Permet l'utilisation de 3 Boosts de singe par partie
RelicRoadSpikesDescription,Confère 10 tas de Herses par partie
RelicMoabMineDescription,Permet l'utilisation de 1 bonus Mine anti-MOAB par partie
RelicGlueTrapDescription,Permet l'utilisation de 2 bonus Piège collant par partie
RelicTechbotDescription,Permet l'utilisation de 1 bonus Robot techno par partie
RelicPrimaryPrimatesDescription,Réduit le coût de tous les singes primaires de 8 %
RelicMilitaryMonkeysDescription,Réduit le coût de tous les singes militaires de 8 %
RelicMagicMonkeysDescription,Réduit le coût de tous les singes magiques de 8 %
RelicSupportSimiansDescription,Réduit le coût de tous les singes de soutien de 10 %
RelicMonkeyTycoonDescription,Obtenez +1 de chaque tour de singe dans votre configuration et leur prix de base est réduit de 4 %
InviteToTeam,Inviter à l'équipe
TeamLeave,Quitter l'équipe
Requests,Demandes
TeamMessagesTab,Messages
TeamRosterTab,Effectif
TeamPending,En cours
CancelRequest,Annuler la demande
TeamDisband,Dissoudre l'équipe
TeamCode,Code d'équipe
TeamMemberCount,{0}/{1} membres
TeamPendingApplications,({0} en cours)
TeamNoInfo,Pas d'informations à afficher
AllTeams,Toutes les équipes
TeamsAdvancedSearch,Recherche avancée
TeamInvitationDisband,Vous devez dissoudre votre équipe avant d'accepter une invitation
TeamInvitationAcceptWarning,Accepter cette invitation vous retirera de votre équipe actuelle
TeamBrowserAllTeams,Toutes les équipes
TeamBrowserFriendsTeams,Équipes d'amis
TeamBrowserTeamRequests,Demandes
TeamQuickJoin,Rejoindre rapidement
TeamBrowserTitle,Navigateur d'équipe
TeamBrowserSearchField,Saisir le nom d'équipe...
TeamBrowserSearchHideFull,Masquer les équipes au complet
TeamBrowserSearchHidePrivate,Masquer les équipes privées
TeamBrowserSearchHideClosed,Masquer les équipes par invitation uniquement
TeamEditApplyAll,Tout appliquer
TeamScore,Score : {0}
TeamRemoveMember,Voulez-vous vraiment retirer ce membre ?
TeamPromoteMember,Voulez-vous vraiment promouvoir ce membre ?
TeamDemoteMember,Voulez-vous vraiment rétrograder ce membre ?
TeamErrorShowPop,Erreur d'équipe
TeamOwnershipTransferTitle,Transfert de propriété de l'équipe
TeamOwnershipTransferFailed,Échec du transfert de propriété de l'équipe à un nouveau joueur
TeamOwnershipTransferWarning,Voulez-vous vraiment transférer la propriété de l'équipe à ce membre ? Ceci ne pourra pas être annulé !
TeamLeaveConfirm,Voulez-vous vraiment quitter l'équipe ?
TeamDisbandConfirm,Voulez-vous vraiment dissoudre l'équipe ?
TeamOwnershipLeavingWarning,Transférez la propriété de l'équipe à une autre joueur avant de la quitter
TeamNoneFound,Équipe non trouvée
CTLocal,TC local
CTGlobal,TC mondial
Rank4th,4e
Rank4thAnd,4e-10e
Rank11thAnd,11e-20e
Rank21stAnd,21e-40e
Rank41stAnd,41e-60e
RewardsTop25,Top 25
RewardsTop100,Top 100
DegradedScore,Score dégradé
ERR_INVITATION_NO_LONGER_EXISTS,L'invitation n'existe plus
TeamMateSetScore,Un(e) coéquipier(-ère) a réalisé un nouveau score à battre !
AnotherTeamSetScore,Une autre équipe a réalisé un nouveau score à battre !
FriendScreenErrorTeamInviteAlreadyMember,Ce joueur fait déjà partie de votre équipe
TotalTeamScore,Score d'équipe
CTRulesInfo,"Bienvenue dans Territoires contestés ! Travaillez en tant qu'équipe, capturez des cases, grimpez au sommet des classements et gagnez de super récompenses !\n\n• Les tickets de capture ne sont utilisés que si vous capturez une case. Ils sont actualisés toutes les 24 heures.\n• Les tickets de capture non utilisés seront placés dans un pot commun de tickets que d'autres membres de l'équipe pourront utiliser le jour suivant. Les tickets d'équipe ne contribuent pas à la position individuelle au classement.\n• Une fois les cases capturées, les scores des cases se dégraderont lentement au fil du temps, jusqu'à ce que la case finisse par devenir neutre.\n• Les points TC sont obtenus lorsque vous capturez une case et pour chaque heure où vous continuez à détenir une case. Les points TC déterminent votre place personnelle et celle de votre équipe au classement, alors capturez des cases aussi souvent que vous le pourrez !\n• Les cases bannière sont des cases plus difficiles à capturer qui donnent beaucoup plus de points TC.\n• Les cases relique donnent accès à votre équipe à de puissantes connaissances de reliques qui vous aideront à capturer d'autres cases.\n• L'avancement en termes de cases est sauvegardé toutes les 20 manches et vous ne pouvez avoir qu'une sauvegarde en cours à la fois."
TeamTrophyStoreRulesInfo,"Ceci est la Boutique de trophées d'équipe, où vous pouvez voter pour les reliques TC débloquées, financer les pouvoirs quotidiens, les reliques d'événement et le panache d'équipe.\n• Les pouvoirs quotidiens peuvent être débloqués chaque jour pendant l'événement TC et une fois qu'ils sont financés, ils peuvent être utilisés par tous les membres de l'équipe ce jour-là.\n• Les reliques d'événement deviennent disponibles au fil de l'événement TC et une fois qu'elles sont financées, elles peuvent être utilisées pour le reste de cet événement. Elles sont distinctes des reliques débloquées via les cases relique.\n• Capturez des cases relique puis votez pour vos connaissances de reliques préférées débloquées pendant cet événement. Les 7 reliques ayant le plus de votes deviendront disponibles et vous pourrez choisir votre configuration finale de 4 reliques parmi elles.\n• Le panache d'équipe est financé par l'ensemble de l'équipe et une fois financé, il est débloqué de manière permanente pour votre équipe. Les joueurs qui quittent l'équipe ne prennent pas de panache d'équipe avec eux."
TeamsBanner1Name,Bannière Singes dans l'espace
TeamsBanner2Name,Bannière Équipe de héros parée
TeamsBanner3Name,Bannière Joyeuse
TeamsBanner4Name,Bannière Ciel de shurikens
TeamsBanner5Name,Bannière Singes unis
TeamsBanner6Name,Bannière Royaume contesté
TeamsBanner1ShortName,Bannière Singes dans l'espace
TeamsBanner2ShortName,Bannière Équipe de héros parée
TeamsBanner3ShortName,Bannière Joyeuse
TeamsBanner4ShortName,Bannière Ciel de shurikens
TeamsBanner5ShortName,Bannière Singes unis
TeamsBanner6ShortName,Bannière Royaume contesté
TeamsBanner1Description,"Vous la voyez aussi, cette banane géante flottante ?!"
TeamsBanner2Description,"Leurs pouvoirs combinés, l'équipe de super-héros est parée !"
TeamsBanner3Description,Les singes heureux sont des singes productifs.
TeamsBanner4Description,Nous voilerons le soleil de nos shurikens !
TeamsBanner5Description,Singes forts ensemble.
TeamsBanner6Description,Montrez aux autres équipes de singes qui sont les plus forts avec cette bannière TC géniale.
TeamsEmblemFrame5Name,Cadre Flocon de neige
TeamsEmblemFrame6Name,Cadre Feu
TeamsEmblemFrame7Name,Cadre Magique
TeamsEmblemFrame8Name,Cadre Forêt
TeamsEmblemFrame9Name,Cadre Ingénieur
TeamsEmblemFrame5ShortName,Cadre Flocon de neige
TeamsEmblemFrame6ShortName,Cadre Feu
TeamsEmblemFrame7ShortName,Cadre Magique
TeamsEmblemFrame8ShortName,Cadre Forêt
TeamsEmblemFrame9ShortName,Cadre Ingénieur
TeamsEmblemFrame5Description,Un cadre vraiment cool pour votre équipe vraiment cool !
TeamsEmblemFrame6Description,Le moment est venu de faire monter la température chez vos adversaires !
TeamsEmblemFrame7Description,Un cadre mystique et magique.
TeamsEmblemFrame8Description,Démarquez-vous en tant qu'équipe avec ce cadre sympa et 100 % nature.
TeamsEmblemFrame9Description,"Planifier, mesurer et exécuter avec soin ; voilà les clés de la victoire !"
TeamsEmblemIcon5Name,Icône Crâne
TeamsEmblemIcon6Name,Icône Assassin de MOAB
TeamsEmblemIcon7Name,Icône Shuriken
TeamsEmblemIcon8Name,Icône Breuvage d'alchimiste
TeamsEmblemIcon5ShortName,Icône Crâne
TeamsEmblemIcon6ShortName,Icône Assassin de MOAB
TeamsEmblemIcon7ShortName,Icône Shuriken
TeamsEmblemIcon8ShortName,Icône Breuvage d'alchimiste
TeamsEmblemIcon5Description,"Mille sabords, moussaillons, hissez ho et allons piller les territoires !"
TeamsEmblemIcon6Description,Semez la peur parmi les MOAB où qu'ils soient.
TeamsEmblemIcon7Description,Les frappes furtives mais mortelles sont la marque des équipes ayant cette icône.
TeamsEmblemIcon8Description,Fomentez une tempête avec cette icône d'équipe géniale.
TeamsEmblemIcon9Name,Icône Gwen feu
TeamsEmblemIcon9ShortName,Icône Gwen feu
TeamsEmblemIcon9Description,"Voici ce qu'offre Gwen aux icônes d'équipes. On ne peut pas vraiment en être surpris, pas vrai ? C'est du feu."
TeamsEmblemIcon10Name,Icône Quincy flèches
TeamsEmblemIcon10ShortName,Icône Quincy flèches
TeamsEmblemIcon10Description,"Les flèches à tête chercheuse brevetées de Quincy, maintenant sous forme d'icône !"
TeamsEmblemIcon11Name,Icône Obyn arbre
TeamsEmblemIcon11ShortName,Icône Obyn arbre
TeamsEmblemIcon11Description,Voyez la forêt ET les arbres avec cette icône écolo.
TeamsEmblemIcon12Name,Icône Biker Bones
TeamsEmblemIcon12ShortName,Icône Biker Bones pouce levé
TeamsEmblemIcon12Description,Monsieur os embrasés lève le pouce pour saluer votre équipe épique !
BuildingPropWizardTowerName,Bâtiment tour de sorcier
BuildingPropLighthouseName,Bâtiment phare
FlyingPropPhoenixName,Phénix volant
FlyingPropMiniAceName,Mini-pilote d'élite volant
WaterPropKrakenName,Kraken
WaterPropMiniSubName,Mini-sous-marin
BasePropKingName,Roi des singes
BasePropLighthouseKeeperName,Gardien de phare
BasePropCrashedMoabName,MOAB crashé
BasePropTrainingDummyName,Mannequin d'entraînement
BasePropCampfireName,Feu de camp agréable
BasePropTotemName,Totem tribal
BasePropSatelliteName,Satellite mobile
BasePropTortoiseName,Tortue terrestre tribale
BasePropBattleMonkeyName,Singe de bataille
BuildingPropBattleTowerName,Bâtiment tour de base
BuildingPropWizardTowerShortName,Bâtiment tour de sorcier
BuildingPropLighthouseShortName,Bâtiment phare
FlyingPropPhoenixShortName,Phénix volant
FlyingPropMiniAceShortName,Mini-pilote d'élite volant
WaterPropKrakenShortName,Kraken
WaterPropMiniSubShortName,Mini-sous-marin
BasePropKingShortName,Roi des singes
BasePropLighthouseKeeperShortName,Gardien de phare
BasePropCrashedMoabShortName,MOAB crashé
BasePropTrainingDummyShortName,Mannequin d'entraînement
BasePropCampfireShortName,Feu de camp agréable
BasePropTotemShortName,Totem tribal
BasePropSatelliteShortName,Véhicule satellite mobile
BasePropTortoiseShortName,Tortue terrestre tribale
BasePropBattleMonkeyShortName,Singe de bataille
BuildingPropBattleTowerShortName,Bâtiment tour de base
BuildingPropWizardTowerDescription,Une aventure magique attend toute équipe capable de financer cette base mystique. [Emplacement de bâtiment principal]
BuildingPropLighthouseDescription,Éclairez le chemin de votre équipe avec cette base principale lumineuse. [Emplacement de bâtiment principal]
FlyingPropPhoenixDescription,"Tout le monde se demande s'il y a un singe sorcier là-haut, mais a-t-on réfléchi au fait que tous les singes sorciers sont peut-être simplement des phénix qui attendent leur résurrection ? [Emplacement aérien]"
FlyingPropMiniAceDescription,Laissez le singe pilote d'élite surveiller les airs pour votre équipe avec ce mini-pilote d'élite adorable. [Emplacement aérien]
WaterPropKrakenDescription,Libérez le kraken ! Régnez sur les vagues avec cette créature sous-marine géante étonnamment adorable. [Emplacement aquatique]
WaterPropMiniSubDescription,Sortez les périscopes ! Effectuez une reconnaissance de la zone avec le mini-sous-marin. [Emplacement aquatique]
BasePropKingDescription,Bienvenue à notre formidable nouvelle ville des sin... Je veux dire Territoire contesté ! Ces terres sont à saisir et elles sont infestées de Bloons ! Éclatez-les et prenez possession du territoire pour votre équipe. [Emplacement d'île]
BasePropLighthouseKeeperDescription,Ce vieux singe sage s'occupe du phare et il est toujours à l'affût de navires qui passent dans la nuit. [Emplacement d'île]
BasePropCrashedMoabDescription,"Une équipe de savants singes experts ont déjà fouillé cette épave pour récupérer toute technologie utile, elle n'est plus là que pour servir d'avertissement aux autres Bloons. [Emplacement d'île]"
BasePropTrainingDummyDescription,Aguerrissez vos singes à fléchettes avec ce mannequin d'entraînement 100 % réutilisable certifié par le Dr Singe ! [Emplacement d'île]
BasePropCampfireDescription,"Réchauffez votre équipe lors des nuits fraîches, ou racontez des histoires qui font peur au sujet des Territoires contestés d'antan, au coin de ce feu de camp. [Emplacement d'île]"
BasePropTotemDescription,Protégez vos frontières avec ce totem tribal à l'aspect effrayant. [Emplacement d'île]
BasePropSatelliteDescription,"Tirez des flux d'informations directement de l'espace avec ce véhicule satellite mobile, prêt à rouler ! [Emplacement d'île]"
BasePropTortoiseDescription,"Ne lui demandez pas s'il a des parents tribaux, surtout des tortues de mer ! [Emplacement d'île]"
