//Input. Needs to be first e.g [I] replaced by click or tap,
Click,Clique
GameUIProfileAvatar54ShortName,Avatar Quincy Geométrico
GameUIProfileAvatar54Description,"Eu sou alfa e ômega. Eu sou Quincy, ao quadrado."
GameUIProfileAvatar55Name,Avatar Personalizado - Adora Responsável da Estrela
GameUIProfileAvatar55ShortName,Avatar Adora da Estrela
GameUIProfileAvatar55Description,"Em quem mais você confiaria para colocar os toques finais na árvore? Bem, isso e a Adora não deixa ninguém mais chegar perto. Item de colecionador por tempo limitado!"
GameUIProfileBanner8Name,Bandeira de Perfil Salto no Espaço
GameUIProfileBanner8ShortName,Bandeira Salto no Espaço
GameUIProfileBanner8Description,Bandeira vencedora por Galaksyz
GameUIProfileBanner9Name,Bandeira de Perfil Encare o Sol
GameUIProfileBanner9ShortName,Bandeira Encare o Sol
GameUIProfileBanner9Description,Bandeira vencedora por Bohrokki
GameUIPowerSkinEnergisingTotemChristmasTreeName,Poder Personalizado - Totem Energizado Árvore de Natal
GameUIPowerSkinEnergisingTotemChristmasTreeShortName,Árvore de Natal Energizada
GameUIPowerSkinEnergisingTotemChristmasTreeDescription,Mantenha seus macacos energizados com essa colorida Árvore de Natal! Item de colecionador por tempo limitado!
GameUIPowerSkinDartTimeMatrixName,Poder Personalizado - Tempo Parado de Dardos
GameUIPowerSkinDartTimeMatrixShortName,Tempo Parado de Dardos
GameUIPowerSkinDartTimeMatrixDescription,"Isso não é um erro, você não viu isso antes, mas vai gostar, prometemos."
GameUIMusicTrackMusicWinterChilledMixName,Jukebox: Winter Nights - Chilled Remix
GameUIMusicTrackMusicWinterChilledMixShortName,Winter Nights Chilled
GameUIMusicTrackMusicWinterChilledMixDescription,"Relaxe, jogue e pondere as estrelas do inverno com esse novo remix."
Achievement 134 Name,Davi vs. Golias
Achievement 134 Description,Vença uma batalha de chefe sem usar um herói.
Achievement 135 Name,Que Picante Ninja Kiwi
Achievement 135 Description,Vença as Ilhas das Especiarias em Rodadas de Bloon Alternativas com apenas torres terrestres.
Achievement 136 Name,Sem Colheita
Achievement 136 Description,Vença Milharal em CHIMPS sem remover nenhum milho.
Achievement 137 Name,Empréstimo de Estudante
Achievement 137 Description,4 x 10^5 (Tenha $400.000 de dívida).
Achievement 138 Name,Sem Escassez de Informações Críticas
Achievement 138 Description,Consiga 25.000 acertos críticos.
GameRestartedTitle,Jogo reiniciado
GameContinuedTitle,Jogo continuado
GameRestartedDescription,O jogo foi reiniciado por outro jogador.
GameContinuedDescription,O jogo foi continuado por outro jogador.
EditorAbilityCooldown,Recarga de Habilidade
EditorRemovableCost,Custo de Remover
AbilityCooldownIncreased,Recarga de habilidade aumentada
AbilityCooldownDecreased,Recarga de habilidade reduzida
RemovableCostIncreased,Custo de remover aumentado
RemovableCostDecreased,Custo de remover reduzido
Disabled,Desabilitado
ViewStats,Ver estatísticas
CloseSlot,Fechar espaço
OpenSlot,Abrir espaço
CalloutBossCrusher,Destruidor de Chefe
CalloutBossCrusherDesc,{0} de dano no chefe
CalloutWellRounded,Equilibrado
CalloutWellRoundedDesc,{0} de cada dos 4 tipos de torre
CalloutEndlessPower,Poder Infinito!
CalloutEndlessPowerDesc,Grau {0} de Excelência criado
AnyGame,Qualquer jogo
AnyMap,Qualquer mapa
AnyDifficulty,Qualquer dificuldade
AnyMode,Qualquer modo
DataConsentTitle,Habilitar transferência de dados
DataConsentBody,"Olá! Nós da Ninja Kiwi precisamos usar suas informações de jogo, incluindo endereço de IP, nome do GameCenter e progresso de jogo, para permitir que você jogue Odisseias, Corridas, Chefes, Cooperativo e outros eventos. (Eles não funcionam sem esses dados."
DataConsentAccepted,Obrigado! Divirta-se jogando esses eventos.
DataConsentRejected,"Sem problema. Não vamos usar suas informações de jogo, então Odisseias, Corridas, Chefes, Cooperativo e o navegador de conteúdo serão desabilitados. Você ainda pode jogar o modo solo e pode revisar esta configuração a qualquer momento no menu de configura"
DataConsentCurrent,Transferência de dados: {0}
DataConsentEnabled,Habilitada
DataConsentDisabled,Desabilitada
DataConsentReview,Rever
DataConsentYes,Sim
DataConsentNo,Não
BionicAugmentation,Melhoria Biônica
BionicAugmentationDescription,"Enquanto a Carga Turbo estiver ativa, o Bumerangue Biônico é capaz de atingir Bloons Camuflados."
XrayUltra,Raio X Ultra
XrayUltraDescription,Ultravisão permite que os Supermacacos vejam e disparem através de bloqueios.
BonusGlueGunner,Cospe Cola Bônus
BonusGlueGunnerDescription,Comece cada jogo com um Cospe Cola grátis! (Apenas 1torre macaco grátis por jogo)
Achievement 139 Name,Situação Pegajosa
Achievement 139 Description,Cole 500.000 Bloons.
Achievement 140 Name,Ostentação
Achievement 140 Description,Gaste 1.000.000 em uma rodada.
Achievement 141 Name,Desafio Periódico
Achievement 141 Description,Vença 365 Desafios Diários únicos.
Achievement 142 Name,Eu Voltarei
Achievement 142 Description,Gaste 1.000 de DdM em continuações ou pontos de verificação.
PetSounds,Sons de Animais
UserID,ID de usuário
SunkenColumns,Colunas Submersas
PsimbalsPsiSkinName,Visual Psimbals
PsimbalsPsiSkinDescription,Tudo pronto pro show?!
HeroesStrikerJonesPetGermanShepherdName,Pet Pastor Alemão do Striker Jones
HeroesStrikerJonesPetGermanShepherdShortName,Pet Pastor Striker
HeroesStrikerJonesPetGermanShepherdDescription,Claro que o Striker tem um Pastor Alemão! É preciso um canino robusto para brincar de pegar com brinquedos disparados por um canhão. Apenas Striker Jones original.
HeroesETnPlacementBeamDownName,ET-n Teleporte Posicionamento e Melhoria
HeroesETnPlacementBeamDownShortName,ET-n Teleporte
HeroesETnPlacementBeamDownDescription,Nada de ligar pra casa ou voltar aqui. ET-n acha que teleportes são melhores para cair direto na ação ou adicionar um estilo próprio às melhorias. Apenas ET-n.
TowerPetHeliPilotHummingbirdName,Pet Beija-Flor do Helicóptero
TowerPetHeliPilotHummingbirdShortName,Pet Beija-Flor do Helicóptero
TowerPetHeliPilotHummingbirdDescription,"O Helicóptero é incrível no ar, mas esse belo beija-flor mostra que sempre é possível melhorar."
TowerProjectileWizardZombiesName,Feiticeiro Necromante Bloons Zumbis
TowerProjectileWizardZombiesShortName,Feiticeiro Necro Bloons
TowerProjectileWizardZombiesDescription,Tragam seus mortos! Esses Bloons e classe MOAB necro parecem felizes em tornar Bloons invasores mortos rapidinho.
BloonsAllBloonsDaisyChainName,Ciranda de Bloons
BloonsAllBloonsDaisyChainShortName,Ciranda de Bloons
BloonsAllBloonsDaisyChainDescription,"Ciranda, cirandinha, todos os Bloons vão cirandar! Comemore a primavera com esse círculo florido em todos os Bloons comuns. Item de colecionador por tempo limitado!"
BloonsBADSkinWhaleName,Baleia BAD
BloonsBADSkinWhaleShortName,Baleia BAD
BloonsBADSkinWhaleDescription,"Costumamos pensar que todas as baleias são boas, mas essa fera magenta com aparência fofa é definitivamente má."
CoopEmoteAnimationObynPeaceName,Emote Obyn Paz
CoopEmoteAnimationObynPeaceShortName,Obyn Paz
CoopEmoteAnimationObynPeaceDescription,"Você pode escolher: oferecer uma saudação zen, pedir pra pegarem leve com o jogador 3, ou pedir desculpas por errar seu especial. Obyn Paz é a resposta. Item de colecionador por tempo limitado!"
CoopEmoteAnimationThinkingMonkeyName,Reação Macaco Pensativo
CoopEmoteAnimationThinkingMonkeyShortName,Macaco Pensativo
CoopEmoteAnimationThinkingMonkeyDescription,"Um macaco pensativo é um bom macaco. Funciona quando você está pensando, ou quando se pergunta o que os outros estão pensando."
GameUIProfileAvatar56Name,Avatar Druida Flores da Primavera
GameUIProfileAvatar56ShortName,Avatar Druida Primavera
GameUIProfileAvatar56Description,Invoque a magia da primavera a qualquer momento do ano com esse belo e contemplativo avatar de Druida. Item de colecionador por tempo limitado!
GameUIProfileAvatar57Name,Avatar Explorador do Macaco Sub
GameUIProfileAvatar57ShortName,Avatar Explorador Sub
GameUIProfileAvatar57Description,O melhor jeito de olhar no submarino é com seu rosto inteiro contra o vidro. Dê amor ao Sub com esse avatar de olhos arregalados.
GameUIProfileAvatar58Name,"Avatar de Sorvete de Fusty, o Boneco de Neve"
GameUIProfileAvatar58ShortName,Avatar Fusty Sorvete
GameUIProfileAvatar58Description,"Eu gosto, você gosta, todos adoram esse sorvete. Claramente o melhor avatar para quem aprecia as melhores coisas da vida."
GameUIPowerSkinRoadSpikesFlowerPatchName,Poder Personalizado - Espinhos de Flores
GameUIPowerSkinRoadSpikesFlowerPatchShortName,Espinhos de Flores
GameUIPowerSkinRoadSpikesFlowerPatchDescription,Quem disse que Espinhos precisam parecer industriais e violentos? Tente pegar essas flores e veja os espinhos!
GameUIPowerSkinMonkeyBoostSugarRushName,Poder Personalizado - Impulso Símio de Açúcar
GameUIPowerSkinMonkeyBoostSugarRushShortName,Impulso de Açúcar
GameUIPowerSkinMonkeyBoostSugarRushDescription,Humanos: todos sabemos que funcionamos melhor com quantidades absurdas de açúcar. Macacos: também.
GameUIProfileBanner10Name,Bandeira de Perfil Desenho Brilhante
GameUIProfileBanner10ShortName,Bandeira Desenho Brilhante
GameUIProfileBanner10Description,Bandeira vencedora por chompypaw
GameUIProfileBanner11Name,Bandeira de Perfil Arcanum Necronomicon
GameUIProfileBanner11ShortName,Bandeira Arcanum Necronomicon
GameUIProfileBanner11Description,Bandeira vencedora por _Concilliabule_
GameUIProfileBanner12Name,Bandeira de Perfil Zumbido
GameUIProfileBanner12ShortName,Bandeira Zumbido
GameUIProfileBanner12Description,As abelhas estão zumbindo nas árvores para fazer mel só pra mim. Item de colecionador por tempo limitado!
FilterAll,Tudo
FilterHeroPlacementUpgrades,Som de posicionamento
FilterHeroPets,Pets
FilterTowerPlacementUpgrades,Som de melhoria
FilterTowerPets,Pets
FilterProjectiles,Projéteis
FilterFlags,Bandeiras
FilterPopFX,Som de estouro
FilterAllBloonSkins,Todos os visuais de Bloon
FilterRegularSkins,Visuais de Bloon
FilterMoabSkins,Visuais de MOAB
FilterStandardEmotes,Reações padrão
FilterTextEmotes,Reações de texto
FilterSoundEmotes,Reações de som
FilterFullScreenEmotes,Reações de tela cheia
FilterMusicTracks,Faixas de música
FilterAvatars,Avatares
FilterPowerSkins,Visuais de poder
FilterProfileBanners,Bandeiras de perfil
FilterMisc,Diversos
Blast Chain Ability,Sequência de Explosões
Blast Chain Ability Description,Minas marítimas disparam mais rápido por um curto período.
TowerSpecial,Especial de Macaco
Geraldo,Geraldo
Geraldo Short Description,Vendedor Místico
Geraldo Description,Geraldo vende uma seleção de itens úteis e eletrocuta Bloons com seu ataque de relâmpago.
Geraldo Level 1 Description,"Itens disponíveis! Torreta Atiradora, Punhado de Pregos Velhos, Estátua Assustadora, Pote de Picles. Geraldo também tem um ataque mágico de curto alcance."
Geraldo Level 2 Description,Novo item! Boneco Raro do Quincy - aumenta de valor quanto mais tempo você fica com ele!
Geraldo Level 3 Description,Novo item! Poção de Ver Invisível - concede detecção de camuflagem por um curto período a uma torre de macaco ou herói. O alcance do ataque do Geraldo aumenta.
Geraldo Level 4 Description,Novo item! Tubo de Cola Incrível - pode ser colocado na pista para desacelerar Bloons.
Geraldo Level 5 Description,Novo item! Pedra de Amolar - impulsiona o preço de uma torre de macaco ou herói ao causar dano afiado. Geraldo ataca mais rápido.
Geraldo Level 6 Description,Novo item! Capa de Herói Gasta - converte um Macaco Dardo de nível 2 ou inferior em um Supermacaco! Esses Supermacacos convertidos só podem ser melhorados até o nível 3.
Geraldo Level 7 Description,"Novo item! Armadilha de Lâmina - quando um Bloon visível toca na armadilha, uma Tempestade de Lâminas é disparada. O ataque principal do Geraldo aumenta em dano e perfuração."
Geraldo Level 8 Description,"Novo item! Garrafa de ""Fogo de Gerry"" - 2,8 milhões de unidades Bloonville de puro molho apimentado! Dá a um macaco, herói ou capanga um ataque de fogo por 10 rodadas."
Geraldo Level 9 Description,Novo item! Fertilizante - Fazendas de Bananas alvo que produzem bananas visíveis aumentam a produção e ganham um bônus de dinheiro por diversas rodadas. A área de explosão do ataque principal do Geraldo aumenta.
Geraldo Level 10 Description,"Novo item! Coelho de Estimação - ahh, que coelhinho mais fofinho!"
Geraldo Level 11 Description,"Novo item! Poção de Rejuvenescimento - zera a recarga de todas as torres de macaco e heróis, e recupera 50 vidas. A perfuração do ataque principal do Geraldo aumenta e Pote de Picles cauda dano bônus contra Bloons Fortificados."
Geraldo Level 12 Description,Novo item! Garrafa de Gênio - invoca um Macaco Gênio de plasma que dura 3 rodadas. Estátua Assustadora agora pode aplicar um atordoamento curto ocasional a Bloons classe MOAB visíveis que passarem.
Geraldo Level 13 Description,"Torreta Atiradora dispara mais rápido e causa mais dano, e Punhado de Pregos Velhos causa mais dano."
Geraldo Level 14 Description,Poção de Ver Invisível concede alcance adicional e dura mais tempo.
Geraldo Level 15 Description,"Pedra de Amolar agora aumenta o dano além da perfuração, e Armadilha de Lâmina cria um efeito mais poderoso quando ativada."
Geraldo Level 16 Description,"Punhado de Pregos Velhos se torna Mina de Pregos, Pote de Picles concede dano bônus adicional contra Bloons Fortificados e Fogo de Gerry ganha dano flamejante bônus."
Geraldo Level 17 Description,O ataque principal do Geraldo causa mais dano e a Cola Incrível agora tem um pequeno efeito em Bloons classe MOAB.
Geraldo Level 18 Description,"O gênio ganha um segundo ataque de curto alcance e causa dano bônus a Bloons classe MOAB. Quando Estátua Assustadora termina, ela cobre Bloons classe MOAB próximos com uma Mortalha Mística, causando dano quando estouram."
Geraldo Level 19 Description,O ataque principal do Geraldo aumenta muito e a Poção de Ver Invisível ganha dano bônus contra Bloons Camuflados.
Geraldo Level 20 Description,Novo item! Totem de Poder de Excelência - adiciona poder de excelência à próxima unidade com excelência criada. A loja é totalmente reestocada! O ataque principal do Geraldo causa mais dano.
Geraldo Shop shortname,Loja
Geraldo Shop name,Loja do Geraldo
Shooty turret name,Torreta Atiradora
Shooty turret description,"Uma torreta permanente atiradora de dardos, feita à mão."
Stack of old nails name,Punhado de Pregos Velhos
Stack of old nails description,"Sim, é só um punhado de pregos velhos, mas coloque em algum lugar da pista e eles serão muito útil em estourar Bloons perdidos."
Creepy idol name,Estátua Assustadora
Creepy idol description,Coloque essa estátua horripilante perto da pista para assustar alguns Bloons de volta pro lugar de onde vieram.
Jar of Pickles name,Pote de Picles
Jar of Pickles description,"Experimente esse picles em uma das suas torres de macaco e ela vai bater mais forte, mas atirar um pouco mais lentamente por um tempo."
Rare Quincy action figure name,Boneco Raro do Quincy
Rare Quincy action figure description,"Boneco de edição limitada, em perfeito estado, do Quincy, filho de Quincy! O valor só vai aumentar, então compre logo!"
See invisibility potion name,Poção de Ver Invisível
See invisibility potion description,O macaco que receber este elixir extremamente eficaz poderá ver Bloons Camuflados facilmente! O efeito passa.
Tube of amaz-o-glue name,Tubo de Cola Incrível
Tube of amaz-o-glue description,Realmente incrível! Aplique um pouco dessa maravilha moderna em qualquer lugar da pista e veja os próximos Bloons desacelerando. Dura 4 rodadas ou até usar tudo.
Sharpening stone name,Pedra de Amolar
Sharpening stone description,"Afie esses dardos, amigo! Aplique isso em seus dardos e lâminas e eles ficarão mais afiados do que nunca. Termina após 15 rodadas."
Worn heros cape name,Capa de Herói Gasta
Worn heros cape description,"Todos os heróis usam capa! Dê isso a um de seus Macacos Dardos e veja a transformação! Ligeiramente usada, apenas níveis baixos e sem muitas lágrimas."
Blade trap name,Armadilha de Lâmina
Blade trap description,Coloque na pista e veja os primeiros Bloons que tocarem nela serem retalhados pelas grandes lâminas giratórias!
Gerrys fire hot sauce name,"Garrafa de Molho Picante ""Fogo do Gerry"""
Gerrys fire hot sauce description,"2,8 milhões de unidades Bloonville. Quem provar esse molho especial vai cuspir fogo por um tempo!"
Fertilizer name,Fertilizante
Fertilizer description,Essa sua fazenda tem bananas? Quer mais bananas ainda? Jogue um pouco desse fertilizante mágico extra forte direto na fazenda e ganhe mais bananas!
Pet rabbit name,Coelho de Estimação
Pet rabbit description,Às vezes você só precisa de um coelhinho muito fofo! Ou vários!
Rejuv potion name,Poção de Rejuvenescimento
Rejuv potion description,Jogue essa deliciosa bebida em qualquer lugar e veja seus poderes de rejuvenescimento recuperando vidas e zerando recargas.
Genie bottle name,Garrafa de Gênio
Genie bottle description,"Invoca um Macaco Gênio dessa brilhante garrafa azul, mas cuidado, ele não dura para sempre! (Nenhum desejo incluso com a compra)."
Paragon power totem name,Totem de Poder de Excelência
Paragon power totem description,Impulsione os poderes da sua próxima unidade com excelência com esse artefato místico...
EventEndingSoonText,"Esse evento terminar em breve, então a entrada foi desabilitada."
EngineerMonkey Paragon,Mestre Construtor
EngineerMonkey Paragon Description,Engenharia de macaco desenvolvida com perfeição. Cria três Mega Sentinelas que podem construir suas próprias Sentinelas.
OptionsLogout,Sair
ConfirmLogout,Confirmar saída
ConfirmLogoutDesc,"Tem certeza que deseja sair da sua conta? Se sim, anote seus detalhes de conta e código de ligação antes de ir.\n\n{0}"
VortexTagLine,Do céu vem
VortexTagLine2,Mestre Mortal do Ar
Vortex,Vórtice
VortexInfoPanelDescription,"• Vórtice se move como um relâmpago e acelera outros Bloons com ele!\n• Quando cada caveira da barra de vida é alcançada, Vórtice se protege e envia uma onda de choque que atordoa torres próximas, antes de voltar para o início da pista.\n• Vórtice emite um pulso de tempestade regular, destruindo projéteis, incluindo qualquer que não for um poder, na pista."
Scrapyard,Ferro-Velho
BloonsAllBloonsCatEarName,Bloons Orelha de Gato
BloonsAllBloonsCatEarShortName,Bloons Orelha de Gato
BloonsAllBloonsCatEarDescription,"Bloons e gatos geralmente não se misturam, mas nesse caso fica perfeito."
BloonsAllBloonsDisguiseGlassesName,Bloons Óculos de Disfarce
BloonsAllBloonsDisguiseGlassesShortName,Bloons Óculos de Disfarce
BloonsAllBloonsDisguiseGlassesDescription,Só um macaco seria enganado por esse disfarce. Espera um instante...
CoopEmoteAnimationPatFlexName,Reação Pat Flexão
CoopEmoteAnimationPatFlexShortName,Pat Flexão
CoopEmoteAnimationPatFlexDescription,"Músculos e cérebros, que combinação! Pat forte!"
CoopEmoteAnimationMindBlownName,Reação Chocado
CoopEmoteAnimationMindBlownShortName,Chocado
CoopEmoteAnimationMindBlownDescription,"Quando seu parceiro no cooperativo faz algo realmente incrível, só essa reação serve!"
GameUIProfileAvatar59Name,Avatar Supermacaco
GameUIProfileAvatar59ShortName,Avatar Supermacaco
GameUIProfileAvatar59Description,Você pode ver o amor nos olhos dele. Agora você só precisa decidir se o Super está olhando pra você ou pro próprio reflexo.
GameUIProfileAvatar60Name,Avatar Striker Jones
GameUIProfileAvatar60ShortName,Avatar Striker Jones
GameUIProfileAvatar60Description,Striker Jones se apresentando! Mostre como está preparado pra vencer com saudações do seu macaco atirador preferido.
GameUIProfileBanner13Name,Faixa de Perfil da Chegada
GameUIProfileBanner13ShortName,Faixa da Chegada
GameUIProfileBanner13Description,Faixa vencedora por betapotata
GameUIProfileBanner14Name,Faixa de Perfil Sob as Águas
GameUIProfileBanner14ShortName,Faixa Sob as Águas
GameUIProfileBanner14Description,Faixa vencedora por Cyliia
GameUIMusicTrackMusicSunshineFiestaMixName,Jukebox: Serenata à Luz do Sol - Fiesta Remix
GameUIMusicTrackMusicSunshineFiestaMixShortName,Sunshine - Fiesta
GameUIMusicTrackMusicSunshineFiestaMixDescription,Aumente o volume e curta esse incrível remix de Serenata à Luz do Sol.
CantSubmitEventEnded,"Não foi possível enviar sua pontuação, o evento terminou."
CyberQuincySkinNameFull,Ciber Quincy
ScientistGwendolinSkinNameFull,Gwendolin Cientista
SentaiCaptainChurchillSkinNameFull,Churchill Sentai
BikerBonesSkinNameFull,Ossos de Motoqueiro
ObynOceanGuardianSkinNameFull,Guardião do Oceano
BenJamminSkinNameFull,Benjammin DJ
SmudgeCattSkinNameFull,Catt Suja
FustyTheSnowmanSkinNameFull,"Fusty, o Boneco de Neve"
WolfpackQuincySkinNameFull,Quincy da Matilha
JoanOfArcAdoraSkinNameFull,Adora Joana d'Arc
HarlegwenGwendolinSkinNameFull,Harlegwen
OctoJonesStrikerJonesSkinNameFull,Octojones
DreadPirateBrickellAdmiralBrickellSkinNameFull,"Brickell, Pirata Terrível"
ObynMountainGuardianSkinNameFull,Guardião da Montanha
SushiBentoBenjaminSkinNameFull,Sushi Bento
ETnEtienneSkinNameFull,ETn
VikingSaudaSaudaSkinNameFull,Sauda Viking
GalaxiliEziliSkinNameFull,Galaxili
PsimbalsPsiSkinNameFull,Psimbals
Least Cash,Menos dinheiro:
Least Tiers,Menos níveis:
Least Cash Used,Menos dinheiro usado:
Least Tiers Used,Menos níveis usados:
All Tiers Used,Todos os níveis usados
All Cash Used,Todo o dinheiro usado
Tiers Used,Níveis usados
Cash Used,Dinheiro usado
No Score Set,Nenhuma pontuação definida
Auto,Automático
FriendScreenFriends,Amigos
FriendScreenRequests,Solicitações
FriendScreenYourFriendCode,Seu código de amizade:
FriendScreenOnline,Online
FriendScreenOffline,Offline
FriendScreenAccept,Aceitar
FriendScreenDecline,Recusar
FriendScreenBlock,Bloquear
FriendScreenFriendText,Amigos serão exibidos aqui. Compartilhe seu código de amigo com amigos e familiares
RequestDisabledText,Solicitações desabilitadas
FriendScreenEnterCode,Inserir código de amizade:
FriendScreenAdd,Adicionar
FriendScreenSureUnfriend,Tem certeza que deseja remover este usuário?
FriendScreenSureBlock,Tem certeza que deseja bloquear este usuário?
SpecialConditions,Condições especiais
FriendScreenRequestText,Solicitações serão exibidas aqui. Compartilhe seu código de amigo com amigos e familiares
FriendScreenCodeHidden,Código de amigo oculto
RequestEnabledText,Solicitações habilitadas
Least Cash No Colon,Menos dinheiro
Least Tiers No Colon,Menos níveis
SpecialConditionsColon,Condições especiais:
GoalSetForCash,O objetivo foi definido como {0} de dinheiro
GoalSetForTiers,O objetivo foi definido como {0} níveis
ChallengeCashUsed,Você usou {0} / {1} de dinheiro
ChallengeTiersUsed,Você usou {0} / {1} níveis
ShootyTurret,Torreta Atiradora
CreepyIdol,Estátua Assustadora
RareQuincyActionFigure,Boneco Raro do Quincy
GenieBottle,Garrafa de Gênio
ParagonPowerTotem,Totem de Poder de Excelência
FriendScreenErrorRequestFailed,Pedido de amizade falhou
FriendScreenErrorInvalidCode,Código de amizade inválido
FriendScreenErrorBlocked,O jogador que você está tentando adicionar bloqueou pedidos de amizade. Sinto muito!
FriendScreenErrorAlreadySent,Você já enviou um pedido de amizade para este jogador.
FriendScreenErrorTooManyFriends,Você atingiu seu limite máximo de amigos. Você pode liberar espaço removendo um amigo existente ou cancelando solicitações de amizade feitas
MapEditor,Editor de mapas
Jar of Pickles description level 11,"Experimente esse picles em uma das suas torres de macaco e ela vai bater mais forte, mas atirar um pouco mais lentamente, por um tempo. Agora com dano aumentado contra Bloons Fortificados!"
Creepy idol description level 12,Coloque essa estátua horripilante perto da pista para assustar alguns Bloons (até mesmo MOABs) de volta pro lugar de onde vieram.
Shooty turret description level 13,Uma torreta atiradora de dardos permanente feita a mão. Melhorada! Dispara mais rápido e causa mais dano.
Stack of old nails description level 13,"Sim, é só um enorme punhado de pregos velhos, mas coloque em algum lugar da pista e eles serão muito úteis para estourar Bloons perdidos."
See invisibility potion description level 14,O macaco que receber este elixir extremamente eficaz poderá ver Bloons Camuflados facilmente! O efeito passa. Agora dá maior alcance e dura ainda mais tempo!
Sharpening stone description level 15,"Afie esses dardos, amigo! Aplique isso em seus dardos e lâminas e eles ficarão mais afiados e causando mais dano do que nunca."
Blade trap description level 15,Coloque na pista e veja os primeiros Bloons que tocarem nela serem retalhados pelas grandes lâminas giratórias! Modelo novo mais poderoso!
Stack of old nails description level 16,"Sim, é só uma MINA DE PREGOS GIGANTE, mas coloque em algum lugar da pista e ela será muito útil em estourar Bloons perdidos."
Jar of Pickles description level 16,"Experimente esse picles em uma das suas torres de macaco e ela vai bater mais forte, mas atirar um pouco mais lentamente, por um tempo. Agora com AINDA MAIS dano aumentado contra Bloons Fortificados!"
Gerrys fire hot sauce description level 16,"2,8 milhões de unidades Bloonville. Quem provar esse molho especial vai cuspir fogo por um tempo! Agora com fogo extra."
Tube of amaz-o-glue description level 17,"Realmente incrível! Aplique um pouco dessa maravilha moderna em qualquer lugar da pista e veja os próximos Bloons, até mesmo MOABs, desacelerando."
Genie bottle description level 18,"Invoca um Macaco Gênio dessa brilhante garrafa dourada, mas cuidado, ele não dura para sempre! (Nenhum desejo incluso com a compra). Agora com ataque extra e mais dano contra MOABs."
Creepy idol description level 18,Coloque essa estátua horripilante perto da pista para assustar alguns Bloons de volta pro lugar de onde vieram. Melhoria Mortalha Mística inclusa!
See invisibility potion description level 19,O macaco que receber este elixir extremamente eficaz poderá ver Bloons Camuflados facilmente e causar mais dano neles! O efeito passa.
FriendScreenSureUnBlock,Tem certeza que deseja desbloquear este usuário?
None,Nenhum
Knowledge Requirement Monkey Money,Sem Dinheiro de Macaco suficiente. Comprar mais?
Knowledge Requirement Points,Sem Pontos de Conhecimento suficientes.
InviteFriend,Convidar amigo
InvitedToJoin,{0} convidou você para um jogo cooperativo. Deseja entrar?
HeroesMountainObynPetBalfrogName,Pet Balfrog
HeroesMountainObynPetBalfrogShortName,Pet Balfrog
HeroesMountainObynPetBalfrogDescription,"Vindo de escuras minas sob montanhas nebulosas, esse pequeno sapo incendeia qualquer conversa com um desejo flamejante de ser sua verdadeira chama. Apenas Obyn da Montanha."
TowerPropMonkeyVillagePrideFlagName,Bandeira do Orgulho da Vila Macaco
TowerPropMonkeyVillagePrideFlagShortName,Bandeira do Orgulho da Vila
TowerPropMonkeyVillagePrideFlagDescription,Celebre a diversidade e a escolha com essa Bandeira do Orgulho mais incrível para suas Vilas Macacos. Aparece em todas as melhorias.
CoopEmoteTextNeedMoreName,Reação Preciso de Mais!
CoopEmoteTextNeedMoreShortName,Preciso de Mais!
CoopEmoteTextNeedMoreDescription,"Para quando precisar de mais dinheiro, Bloons, defesas ou apenas comida. Essa reação é ótima para qualquer ocasião."
CoopEmoteTextNeedMoreWord,Preciso de Mais!
CoopEmoteAnimationRainbowName,Animação de Arco-Íris
CoopEmoteAnimationRainbowShortName,Arco-Íris
CoopEmoteAnimationRainbowDescription,Todo mundo cantando junto! Aléééém do arco-íris...
GameUIProfileAvatar61Name,Avatar Macaco Dardo
GameUIProfileAvatar61ShortName,Avatar Macaco Dardo
GameUIProfileAvatar61Description,Todos saúdem o poderoso Dardo! Estourador de Bloons!
GameUIProfileAvatar62Name,Avatar Geraldo
GameUIProfileAvatar62ShortName,Avatar Geraldo
GameUIProfileAvatar62Description,"Olá, amigo. Tem interesse em um coelhinho branco peludo? Ele é completamente inofensivo, não concorda?"
GameUIProfileBanner15Name,Bandeira BTD Clássico
GameUIProfileBanner15ShortName,Bandeira BTD Clássico
GameUIProfileBanner15Description,Bandeira vencedora por LordTeddington
GameUIProfileBanner16Name,Bandeira Espírito da Floresta
GameUIProfileBanner16ShortName,Bandeira Espírito da Floresta
GameUIProfileBanner16Description,Bandeira vencedora por tricky999tricky
GameUIMusicTrackMusicTribesJaloonMixName,Jukebox: Tribes & Tribulations - Jaloon Remix
GameUIMusicTrackMusicTribesJaloonMixShortName,Tribes - Jaloon
GameUIMusicTrackMusicTribesJaloonMixDescription,Caia na pista de dança com esse remix turbinado da amada faixa Tribes & Tribulations
Quarry,Pedreira
VoidoraAdoraSkinName,Visual Voidora
VoidoraAdoraSkinDescription,"Vindo do vazio, eu cheguei."
VoidoraAdoraSkinNameFull,Voidora
InappropriateTeamName,Escolha um nome de equipe mais apropriado
TeamNameNotUnique,Esse nome já foi usado! Escolha outro ou tente adicionar dígitos.
TeamNameTooShort,"O nome da equipe devem ter entre {0} e {1} caracteres,"
SentryParagonChild,Torre Paradigmática Modificada
LoginwithEpic,Entre com a Epic
EnterLinkingCode,Insira um código de conexão para se conectar
Connect,Conectar
PrivacyPolicy,Política de Privacidade
TermsOfService,Termos de Serviço
